KINASE GENE,KINASE common name,KIN_ACC_ID,SUBSTRATE common name,SUB_GENE_ID,SUB_ACC_ID,SUBSTRATE GENE,SUB_MOD_RSD,SITE_GRP_ID,SITE_+/-7_AA,Source / support
MAPK12,P38G,P53778,GYS1,2997,P13807,GYS1,T278,1875332700,kRkPDIVtPNGLNVk,PA2_2023
MAPK12,P38G,P53778,HSF1,3297,Q00613,HSF1,S303,449045,RVkEEPPsPPQsPRV,PA2_2023
MAPK12,P38G,P53778,HSF1,3297,Q00613,HSF1,S307,449046,EPPsPPQsPRVEEAs,PA2_2023
MAPK12,P38G,P53778,HSF1,3297,Q00613,HSF1,S326,455484,ssVDtLLsPTALIDs,PA2_2023
MAPK12,P38G,P53778,HSP90A,3320,P07900,HSP90AA1,S595,31909111,VsNRLVTsPCCIVts,PA2_2023
MAPK12,P38G,P53778,HTRA2,27429,O43464,HTRA2,S142,487466,VPSPPPAsPRSQYNF,PA2_2023
MAPK12,P38G,P53778,Tip60 iso2,10524,Q92993-2,KAT5,T106,10800707,VEVVsPAtPVPSETA,PA2_2023
MAPK12,P38G,P53778,Tip60,10524,Q92993,KAT5,T158,10800707,VEVVsPAtPVPSETA,PA2_2023
MAPK12,MK12,P53778,MK12,6300,P53778,MAPK12,S2,,,PA1_2016
MAPK12,P38G,P53778,P38G,6300,P53778,MAPK12,S3,11380200,_____MSsPPPARSG,PA2_2023
MAPK12,P38G,P53778,Tau iso8,4137,P10636-8,MAPT,S396,449081,GAEIVyKsPVVsGDt,PA2_2023
MAPK12,P38G,P53778,Tau iso8,4137,P10636-8,MAPT,S404,449082,PVVsGDtsPRHLsNV,PA2_2023
MAPK12,MK12,P53778,TAU,4137,P10636,MAPT,S519,,sGyssPGsPGtPGsR,PA1_2016
MAPK12,MK12,P53778,TAU,4137,P10636,MAPT,S637,,VDLsKVtSKCGsLGN,PA1_2016
MAPK12,MK12,P53778,TAU,4137,P10636,MAPT,T498,,KtPPAPKtPPssGEP,PA1_2016
MAPK12,MK12,P53778,TAU,4137,P10636,MAPT,T522,,ssPGsPGtPGsRsRt,PA1_2016
MAPK12,MK12,P53778,TAU,4137,P10636,MAPT,T548,,KKVAVVRtPPKsPss,PA1_2016
MAPK12,P38G,P53778,MyoD,4654,P15172,MYOD1,S200,452000,YSGDSDAssPRsNCs,PA2_2023
MAPK12,P38G,P53778,MyoD,4654,P15172,MYOD1,S201,40684505,SGDSDAssPRsNCsD,PA2_2023
MAPK12,P38G,P53778,NUP62,23636,P37198,NUP62,S272,36440511,SGTStTTsTAATATA,PA2_2023
MAPK12,P38G,P53778,NUP62,23636,P37198,NUP62,T269,36440512,GAASGTStTTsTAAT,PA2_2023
MAPK12,P38G,P53778,PTPN3,5774,P26045,PTPN3,S459,25594501,QKSsSSVsPSSNAPG,PA2_2023
MAPK12,MK12,P53778,3BP5,9467,O60239,SH3BP5,S351,,,PA1_2016
MAPK12,MK12,P53778,3BP5,9467,O60239,SH3BP5,S421,,,PA1_2016
MAPK12,MK12,P53778,SNTA1,6640,Q13424,SNTA1,S193,,,PA1_2016
MAPK12,MK12,P53778,SNTA1,6640,Q13424,SNTA1,S201,,,PA1_2016
MAPK12,P38G,P53778,SREBP-1,6720,P36956,SREBF1,S63,23940711,AGGtDPAsPDTSSPG,PA2_2023
MAPK12,P38G,P53778,SREBP-1,6720,P36956,SREBF1,T426,467200,TEVEDTLtPPPsDAG,PA2_2023
MAPK12,P38G,P53778,p53,7157,P04637,TP53,S33,447531,LPENNVLsPLPsQAM,PA2_2023
MAPK13,P38D,O15264,CCND3,896,P30281,CCND3,T283,452160,QGPsQtstPtDVtAI,PA2_2023
MAPK13,P38D,O15264,EEF2K,29904,O00418,EEF2K,S359,447826,GtEEKCGsPQVRtLs,PA2_2023
MAPK13,P38D,O15264,EEF2K,29904,O00418,EEF2K,S396,450812,TFDsLPssPssAtPH,PA2_2023 and PA1_2016
MAPK13,P38D,O15264,GYS1,2997,P13807,GYS1,S723,4787599,sssLStPsEPLsPts,PA2_2023
MAPK13,P38D,O15264,GYS1,2997,P13807,GYS1,S727,457615,StPsEPLsPtssLGE,PA2_2023
MAPK13,P38D,O15264,GYS1,2997,P13807,GYS1,T278,1875332700,kRkPDIVtPNGLNVk,PA2_2023
MAPK13,P38D,O15264,HSF1,3297,Q00613,HSF1,S303,449045,RVkEEPPsPPQsPRV,PA2_2023
MAPK13,P38D,O15264,HSF1,3297,Q00613,HSF1,S307,449046,EPPsPPQsPRVEEAs,PA2_2023
MAPK13,P38D,O15264,HSF1,3297,Q00613,HSF1,S326,455484,ssVDtLLsPTALIDs,PA2_2023
MAPK13,P38D,O15264,ISL1,3670,P61371,ISL1,S269,515814094,GTPMVAAsPERHDGG,PA2_2023
MAPK13,P38D,O15264,Tip60 iso2,10524,Q92993-2,KAT5,T106,10800707,VEVVsPAtPVPSETA,PA2_2023
MAPK13,P38D,O15264,Tip60,10524,Q92993,KAT5,T158,10800707,VEVVsPAtPVPSETA,PA2_2023
MAPK13,P38D,O15264,Tau iso8,4137,P10636-8,MAPT,S396,449081,GAEIVyKsPVVsGDt,PA2_2023
MAPK13,P38D,O15264,Tau iso8,4137,P10636-8,MAPT,S404,449082,PVVsGDtsPRHLsNV,PA2_2023
MAPK13,P38D,O15264,Tau iso8,4137,P10636-8,MAPT,T212,447934,tPGsRsRtPsLPtPP,PA2_2023
MAPK13,P38D,O15264,Tau iso8,4137,P10636-8,MAPT,T217,449078,sRtPsLPtPPtREPK,PA2_2023
MAPK13,P38D,O15264,SQSTM1,8878,Q13501,SQSTM1,S272,454787,RsRLtPVsPEssstE,PA2_2023
MAPK13,P38D,O15264,SQSTM1,8878,Q13501,SQSTM1,T269,457004,GGkRsRLtPVsPEss,PA2_2023
MAPK13,P38D,O15264,STMN1,3925,P16949,STMN1,S25,448555,QAFELILsPrskEsV,PA2_2023
MAPK13,P38D,O15264,STMN1,3925,P16949,STMN1,S38,448556,sVPEFPLsPPkKkDL,PA2_2023
MAPK14,P38A,Q16539,TACE,6868,P78536,ADAM17,T735,449804,kPFPAPQtPGRLQPA,PA2_2023
MAPK14,P38A,Q16539,AGO2,27161,Q9UKV8,AGO2,S387,472450,SkLMRsAsFNtDPyV,PA2_2023
MAPK14,P38A,Q16539,JTV1,7965,Q13155,AIMP2,S156,55571504,LSTVHtHssVkSVPE,PA2_2023
MAPK14,P38A,Q16539,AR,367,P10275,AR,S651,448414,GEASSTTsPTEETTQ,PA2_2023
MAPK14,MK14,Q16539,ATF2,1386,P15336,ATF2,S90,,GLFNELAsPFENEFk,PA1_2016
MAPK14,P38A,Q16539,ATF-2,1386,P15336,ATF2,T69,448224,sVIVADQtPtPtRFL,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,ATF-2,1386,P15336,ATF2,T71,448225,IVADQtPtPtRFLkN,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,ATF6A,22926,P18850,ATF6,T166,35527100,NKTENGLtPKKKIQV,PA2_2023
MAPK14,P38A,Q16539,BACE,23621,P56817,BACE1,S83,55367300,YVEMTVGsPPQTLNI,PA2_2023
MAPK14,P38A,Q16539,WSTF,9031,Q9UIG0,BAZ1B,S158,3215310,ksDGACDsPssDKEN,PA2_2023
MAPK14,P38A,Q16539,Bcl-2,596,P10415,BCL2,S87,448396,AAAGPALsPVPPVVH,PA2_2023
MAPK14,P38A,Q16539,Bcl-2,596,P10415,BCL2,T56,448655,FSSQPGHtPHPAASR,PA2_2023
MAPK14,P38A,Q16539,Bcl-xL,598,Q07817,BCL2L1,S62,449099,PSWHLADsPAVNGAT,PA2_2023
MAPK14,P38A,Q16539,BUB3,9184,O43684,BUB3,S211,452546,AVEyLDPsPEVQkkk,PA2_2023
MAPK14,P38A,Q16539,CASP3,836,P42574,CASP3,S150,450984,FRGDRCRsLtGKPKL,PA2_2023
MAPK14,P38A,Q16539,CASP8,841,Q14790,CASP8,S347,450983,FTGLkCPsLAGkPkV,PA2_2023
MAPK14,P38A,Q16539,CBX4,8535,O00257,CBX4,T497,470079,SLQVkPEtPASAAVA,PA2_2023
MAPK14,P38A,Q16539,CCND2,894,P30279,CCND2,T280,469202,DELDQAstPtDVRDI,PA2_2023
MAPK14,MK14,Q16539,MPIP3,995,P30307,CDC25C,S216,,sGLyRsPsMPENLNR,PA1_2016
MAPK14,P38A,Q16539,p21Cip1,1026,P38936,CDKN1A,S130,455618,sGEQAEGsPGGPGDs,PA2_2023
MAPK14,P38A,Q16539,p21Cip1,1026,P38936,CDKN1A,S98,478193,GGRRPGTsPALLQGT,PA2_2023
MAPK14,P38A,Q16539,p21Cip1,1026,P38936,CDKN1A,T57,451222,NFDFVtEtPLEGDFA,PA2_2023
MAPK14,P38A,Q16539,CDKN2D,1032,P55273,CDKN2D,S66,6046000,ELLKQGAsPNVQDTS,PA2_2023
MAPK14,P38A,Q16539,CDT1,81620,Q9H211,CDT1,S391,20804632,LRSAAPssPGsPrPA,PA2_2023
MAPK14,P38A,Q16539,CDT1,81620,Q9H211,CDT1,S411,21440504,PAtPPAAsPsALkGV,PA2_2023
MAPK14,P38A,Q16539,CDT1,81620,Q9H211,CDT1,S491,21440505,GSCCTIMsPGEMEKH,PA2_2023
MAPK14,P38A,Q16539,CDT1,81620,Q9H211,CDT1,T402,20804634,PrPALPAtPPAtPPA,PA2_2023
MAPK14,P38A,Q16539,CDT1,81620,Q9H211,CDT1,T406,21440503,LPAtPPAtPPAAsPs,PA2_2023
MAPK14,P38A,Q16539,CDX2,1045,Q99626,CDX2,S283,456208,RsVPEPLsPVSSLQA,PA2_2023 and PA1_2016
MAPK14,MK14,Q16539,CDX2,1045,Q99626,CDX2,S287,,,PA1_2016
MAPK14,MK14,Q16539,CDX2,1045,Q99626,CDX2,S291,,,PA1_2016
MAPK14,MK14,Q16539,CDX2,1045,Q99626,CDX2,S295,,,PA1_2016
MAPK14,P38A,Q16539,coronin 1B,57175,Q9BR76,CORO1B,S2,456131,______MsFRKVVRQ,PA2_2023
MAPK14,P38A,Q16539,CRYAB,1410,P02511,CRYAB,S59,448783,PsFLRAPsWFDTGLS,PA2_2023
MAPK14,P38A,Q16539,DDIT3,1649,P35638,DDIT3,S79,448090,EVTSTSQsPHsPDSS,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,DDIT3,1649,P35638,DDIT3,S82,448091,STSQsPHsPDSSQSS,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,DDX5,1655,P17844,DDX5,T446,15409321,GtAyTFFtPNNIkQV,PA2_2023
MAPK14,P38A,Q16539,DDX5,1655,P17844,DDX5,T564,27156800,SFRTGNPtGTYQNGY,PA2_2023
MAPK14,P38A,Q16539,DROSHA,29102,Q9NRR4,DROSHA,S221,23100760,KAPSERRsPERLKHy,PA2_2023
MAPK14,P38A,Q16539,DROSHA,29102,Q9NRR4,DROSHA,S255,40274400,DRRERGRsPDRRRQD,PA2_2023
MAPK14,P38A,Q16539,DROSHA,29102,Q9NRR4,DROSHA,S300,14572630,RHRDNRRsPsLERSY,PA2_2023
MAPK14,P38A,Q16539,DROSHA,29102,Q9NRR4,DROSHA,S355,30985044,LEIVNHRsPsREKKR,PA2_2023
MAPK14,P38A,Q16539,DROSHA,29102,Q9NRR4,DROSHA,T274,25289827,sDyDrGRtPsRHRSY,PA2_2023
MAPK14,P38A,Q16539,EEA1,8411,Q15075,EEA1,T1392,456871,CSAKNALtPSSKKPV,PA2_2023 and PA1_2016
MAPK14,MK14,Q16539,EF2K,101930123;29904,O00418,EEF2K,S396,,TFDsLPssPssAtPH,PA1_2016
MAPK14,P38A,Q16539,EGFR,1956,P00533,EGFR,S1039,3178884,tPLLSsLsAtsNNst,PA2_2023
MAPK14,P38A,Q16539,EGFR,1956,P00533,EGFR,T1041,3178896,LLSsLsAtsNNstVA,PA2_2023
MAPK14,P38A,Q16539,EGFR,1956,P00533,EGFR,T693,448054,RELVEPLtPsGEAPN,PA2_2023
MAPK14,P38A,Q16539,PKR,5610,P19525,EIF2AK2,T451,448089,kRtRSKGtLRyMsPE,PA2_2023
MAPK14,P38A,Q16539,eIF2-alpha,1965,P05198,EIF2S1,S52,447635,MILLsELsRRRIRsI,PA2_2023
MAPK14,MK14,Q16539,4EBP1,1978,Q13541,EIF4EBP1,S65,,FLMECrNsPVtktPP,PA1_2016
MAPK14,MK14,Q16539,4EBP1,1978,Q13541,EIF4EBP1,T37,,PPGDysttPGGtLFs,PA1_2016
MAPK14,MK14,Q16539,4EBP1,1978,Q13541,EIF4EBP1,T46,,GGtLFsttPGGtRII,PA1_2016
MAPK14,P38A,Q16539,HuR,1994,Q15717,ELAVL1,S88,474552,LNGLRLQskTIkVSY,PA2_2023
MAPK14,P38A,Q16539,HuR,1994,Q15717,ELAVL1,T118,474554,sGLPRTMtQkDVEDM,PA2_2023
MAPK14,P38A,Q16539,ELK1,2002,P19419,ELK1,S383,447872,IHFWSTLsPIAPRsP,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,ELK1,2002,P19419,ELK1,S389,449757,LsPIAPRsPAKLSFQ,PA2_2023 and PA1_2016
MAPK14,MK14,Q16539,ELK3,2004,P41970,ELK3,S363,,,PA1_2016
MAPK14,P38A,Q16539,ELK4,2005,P28324,ELK4,S381,4317600,IHFWSTLsPVAPLsP,PA2_2023
MAPK14,P38A,Q16539,ELK4,2005,P28324,ELK4,S387,4317601,LsPVAPLsPARLQGA,PA2_2023
MAPK14,P38A,Q16539,EPS15,2060,P42566,EPS15,S796,1983704,RsINkLDsPDPFkLN,PA2_2023
MAPK14,P38A,Q16539,ER-alpha,2099,P03372,ESR1,S118,448101,LHPPPQLsPFLQPHG,PA2_2023
MAPK14,P38A,Q16539,ER-alpha,2099,P03372,ESR1,S294,451560,RAANLWPsPLMIkRS,PA2_2023
MAPK14,P38A,Q16539,ER-alpha,2099,P03372,ESR1,T311,449929,NsLALSLtADQMVSA,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,Tel,2120,P41212,ETV6,S22,468918,IsytPPEsPVPsyAs,PA2_2023
MAPK14,P38A,Q16539,Tel,2120,P41212,ETV6,S257,451378,ESHPKPSsPRQESTR,PA2_2023
MAPK14,P38A,Q16539,EWS,2130,Q01844,EWSR1,T79,7359501,QPPTGYTtPTAPQAY,PA2_2023
MAPK14,P38A,Q16539,EZH2,2146,Q15910,EZH2,T367,466987,NNssRPstPtINVLE,PA2_2023
MAPK14,P38A,Q16539,F3,2152,P13726,F3,S285,451611,RKAGVGQsWkENsPL,PA2_2023
MAPK14,P38A,Q16539,F3,2152,P13726,F3,S290,451613,GQsWkENsPLNVs__,PA2_2023
MAPK14,P38A,Q16539,FGFR1,2260,P11362,FGFR1,S777,2721300,SMPLDQysPsFPDTR,PA2_2023
MAPK14,P38A,Q16539,fumarase,2271,P07954,FH,T90,3823351,GVtERMPtPVIkAFG,PA2_2023
MAPK14,P38A,Q16539,FOXC1,2296,Q12948,FOXC1,S241,3195017,PsPPQPLsPAAALGS,PA2_2023
MAPK14,P38A,Q16539,FOXC1,2296,Q12948,FOXC1,S272,460580,SSLSSGSsPPGSLPS,PA2_2023
MAPK14,P38A,Q16539,FOXC2,2303,Q99958,FOXC2,S367,28129600,DHPSGPTsPLSALNL,PA2_2023
MAPK14,P38A,Q16539,FOXO3A,2309,O43524,FOXO3,S12,9318037,PAsPAPLsPLEVELD,PA2_2023
MAPK14,P38A,Q16539,FOXO3A,2309,O43524,FOXO3,S294,472326,QLskWPGsPtsRsSD,PA2_2023
MAPK14,P38A,Q16539,FOXO3A,2309,O43524,FOXO3,S344,2058401,QDDDAPLsPMLYSSS,PA2_2023
MAPK14,P38A,Q16539,FOXO3A,2309,O43524,FOXO3,S425,2058400,TKGsGLGsPtSSFNS,PA2_2023
MAPK14,P38A,Q16539,FOXO3A,2309,O43524,FOXO3,S7,9318032,_MAEAPAsPAPLsPL,PA2_2023
MAPK14,P38A,Q16539,FPR1,2357,P21462,FPR1,S342,450850,AtNstLPsAEVELQA,PA2_2023
MAPK14,P38A,Q16539,GATA2,2624,P23769,GATA2,S192,14573920,PsTTGAAsPASSSAG,PA2_2023
MAPK14,P38A,Q16539,GJA1,2697,P17302,GJA1,S279,448853,sSPtAPLsPMsPPGy,PA2_2023
MAPK14,P38A,Q16539,GJA1,2697,P17302,GJA1,S282,448854,tAPLsPMsPPGykLV,PA2_2023
MAPK14,P38A,Q16539,GRHL3,57822,Q8TE85,GRHL3,T454,1077816900,RPETDLEtPPVLFIP,PA2_2023
MAPK14,P38A,Q16539,GSK3B,2932,P49841,GSK3B,S389,454221,ARIQAAAstPtNAtA,PA2_2023
MAPK14,P38A,Q16539,GSK3B,2932,P49841,GSK3B,T390,452320,RIQAAAstPtNAtAA,PA2_2023
MAPK14,P38A,Q16539,GSK3B,2932,P49841,GSK3B,T43,456221,kVTTVVAtPGQGPDR,PA2_2023
MAPK14,P38A,Q16539,HBP1,26959,O60381,HBP1,S402,455671,GFSkNCGsPGSSQLS,PA2_2023
MAPK14,P38A,Q16539,HNF4 alpha,3172,P41235,HNF4A,S167,458371,VLSRQItsPVsGING,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,HSF1,3297,Q00613,HSF1,S303,449045,RVkEEPPsPPQsPRV,PA2_2023
MAPK14,P38A,Q16539,HSF1,3297,Q00613,HSF1,S307,449046,EPPsPPQsPRVEEAs,PA2_2023
MAPK14,P38A,Q16539,HSF1,3297,Q00613,HSF1,S326,455484,ssVDtLLsPTALIDs,PA2_2023
MAPK14,P38A,Q16539,HSP27,3315,P04792,HSPB1,S176,26352800,MPkLAtQsNEItIPV,PA2_2023
MAPK14,P38A,Q16539,HTRA2,27429,O43464,HTRA2,S142,487466,VPSPPPAsPRSQYNF,PA2_2023
MAPK14,P38A,Q16539,IFNAR1,3454,P17181,IFNAR1,S532,11927800,KKySSQTsQDsGNys,PA2_2023
MAPK14,P38A,Q16539,ISL1,3670,P61371,ISL1,S269,515814094,GTPMVAAsPERHDGG,PA2_2023
MAPK14,P38A,Q16539,JDP2,122953,Q8WYK2,JDP2,T148,448312,VRtDsVKtPEsEGNP,PA2_2023 and PA1_2016
MAPK14,MK14,Q16539,JUNB,3726,P17275,JUNB,T102,,SNGVITTtPtPPGQy,PA1_2016
MAPK14,MK14,Q16539,JUNB,3726,P17275,JUNB,T104,,GVITTtPtPPGQyFy,PA1_2016
MAPK14,P38A,Q16539,KARS,3735,Q15046,KARS1,S49,23117372,ELsEKQLsQAtAAAT,PA2_2023
MAPK14,P38A,Q16539,KARS,3735,Q15046,KARS1,T52,25692907,EKQLsQAtAAATNHT,PA2_2023
MAPK14,P38A,Q16539,Tip60 iso2,10524,Q92993-2,KAT5,T106,10800707,VEVVsPAtPVPSETA,PA2_2023
MAPK14,P38A,Q16539,Tip60,10524,Q92993,KAT5,T158,10800707,VEVVsPAtPVPSETA,PA2_2023
MAPK14,P38A,Q16539,Kv2.1,3745,Q14721,KCNB1,S800,473567,EKNHFESsPLPtsPK,PA2_2023
MAPK14,P38A,Q16539,Kv2.1,3745,Q14721,KCNB1,S805,473562,ESsPLPtsPKFLRQN,PA2_2023
MAPK14,P38A,Q16539,Kv7.2 iso4,3785,O43526-4,KCNQ2,S427,15721018,VAAKGKGsPQAQTVR,PA2_2023
MAPK14,P38A,Q16539,Kv7.2 iso4,3785,O43526-4,KCNQ2,S436,481665,QAQTVRRsPsADQSL,PA2_2023
MAPK14,P38A,Q16539,KHSRP,8570,Q92945,KHSRP,T692,458387,QAAyYGQtPGPGGPQ,PA2_2023
MAPK14,P38A,Q16539,K8,3856,P05787,KRT8,S74,448539,tVNQsLLsPLVLEVD,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,LAMP2,3920,P13473,LAMP2,T211,386186605,tVPSPtttPtPKEKP,PA2_2023
MAPK14,P38A,Q16539,LAMP2,3920,P13473,LAMP2,T213,386186606,PSPtttPtPKEKPEA,PA2_2023
MAPK14,P38A,Q16539,LIMK1,3984,P53667,LIMK1,S310,459629,PGAGsLGsPAsQRKD,PA2_2023
MAPK14,MK14,Q16539,MAFA,389692,Q8NHW3,MAFA,S14,,MGAELPSsPLAIEYV,PA1_2016
MAPK14,P38A,Q16539,MAFA,389692,Q8NHW3,MAFA,T134,456029,NPEALNLtPEDAVEA,PA2_2023
MAPK14,P38A,Q16539,MAFA,389692,Q8NHW3,MAFA,T57,456028,LSStPLStPCSsVPS,PA2_2023
MAPK14,P38A,Q16539,MAOA,4128,P21397,MAOA,S209,9726600,GGTTRIFsVTNGGQE,PA2_2023
MAPK14,P38A,Q16539,MAP4,4134,P27816,MAP4,S696,449564,PNKELPPsPEKKTkP,PA2_2023
MAPK14,P38A,Q16539,MAP4,4134,P27816,MAP4,S787,448480,KAPEkRAsPsKPAsA,PA2_2023
MAPK14,P38A,Q16539,MAPKAPK2,9261,P49137,MAPKAPK2,S272,448268,SNHGLAIsPGMKTRI,PA2_2023 and PA1_2016
MAPK14,MK14,Q16539,MAPK2,9261,P49137,MAPKAPK2,T206,,,PA1_2016
MAPK14,P38A,Q16539,MAPKAPK2,9261,P49137,MAPKAPK2,T222,448269,tSHNsLttPCytPYY,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,MAPKAPK2,9261,P49137,MAPKAPK2,T25,448271,APPPQPPtPALPHPP,PA2_2023 and PA1_2016
MAPK14,MK14,Q16539,MAPK2,9261,P49137,MAPKAPK2,T317,,,PA1_2016
MAPK14,P38A,Q16539,MAPKAPK2,9261,P49137,MAPKAPK2,T334,448273,QstKVPQtPLHtsRV,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,MAPKAPK5,8550,Q8IW41,MAPKAPK5,T182,450093,IDQGDLMtPQFtPyY,PA2_2023 and PA1_2016
MAPK14,MK14,Q16539,MAX,4149,P61244,MAX,S144,,,PA1_2016
MAPK14,MK14,Q16539,MAX,4149,P61244,MAX,S49,,,PA1_2016
MAPK14,P38A,Q16539,MDM4,4194,O15151,MDM4,S314,62381100,TECKKFNsPSKRYCF,PA2_2023
MAPK14,P38A,Q16539,MEF2A,4205,Q02078,MEF2A,S192,7533201,TTLHRNVsPGAPQRP,PA2_2023
MAPK14,P38A,Q16539,MEF2A,4205,Q02078,MEF2A,S223,7533200,VPNGAGSsPVGNGFV,PA2_2023
MAPK14,P38A,Q16539,MEF2A,4205,Q02078,MEF2A,S408,449949,SIkSEPIsPPRDRMT,PA2_2023
MAPK14,MK14,Q16539,MEF2A,4205,Q02078,MEF2A,S453,,,PA1_2016
MAPK14,P38A,Q16539,MEF2A,4205,Q02078,MEF2A,S479,4957257,DPRGDFHsPIVLGRP,PA2_2023
MAPK14,P38A,Q16539,MEF2A,4205,Q02078,MEF2A,S494,4728294,PNTEDREsPsVKRMR,PA2_2023
MAPK14,P38A,Q16539,MEF2A,4205,Q02078,MEF2A,S98,485623,KEHRGCDsPDPDtsy,PA2_2023
MAPK14,P38A,Q16539,MEF2A,4205,Q02078,MEF2A,T108,485622,PDtsyVLtPHtEEKy,PA2_2023
MAPK14,P38A,Q16539,MEF2A,4205,Q02078,MEF2A,T312,448097,QATQPLAtPVVSVTt,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,MEF2A,4205,Q02078,MEF2A,T319,448098,tPVVSVTtPSLPPQG,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,MEF2C iso3,4208,Q06413-3,MEF2C,S387,1729600,TRHEAGRsPVDSLSS,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,MEF2C iso3,4208,Q06413-3,MEF2C,T293,448000,QSAQSLAtPVVSVAt,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,MEF2C iso3,4208,Q06413-3,MEF2C,T300,448001,tPVVSVAtPTLPGQG,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,MFF,56947,Q9GZY8,MFF,S155,470753,GRLkRERsMsENAVR,PA2_2023
MAPK14,P38A,Q16539,Mnk1 iso2,8569,Q9BUB5-2,MKNK1,T209,447621,NSCTPITtPELTtPC,PA2_2023
MAPK14,P38A,Q16539,Mnk1 iso2,8569,Q9BUB5-2,MKNK1,T214,447622,ITtPELTtPCGSAEY,PA2_2023
MAPK14,P38A,Q16539,Mnk1,8569,Q9BUB5,MKNK1,T250,447621,NSCTPITtPELTtPC,PA2_2023
MAPK14,P38A,Q16539,Mnk1,8569,Q9BUB5,MKNK1,T255,447622,ITtPELTtPCGSAEY,PA2_2023
MAPK14,P38A,Q16539,MKL1,57591,Q969V6,MRTFA,S312,10989194,tPPVRsLstTNSsSS,PA2_2023
MAPK14,P38A,Q16539,MKL1,57591,Q969V6,MRTFA,S333,3208578,CGLARQNstsLtGKP,PA2_2023
MAPK14,P38A,Q16539,smMLCK,4638,Q15746,MYLK,S947,4739853,EEERKVHsPQQVDFR,PA2_2023
MAPK14,P38A,Q16539,smMLCK,4638,Q15746,MYLK,T978,15423395,VPPPKPAtPDFRSVL,PA2_2023
MAPK14,P38A,Q16539,p47phox,653361,P14598,NCF1,S345,451727,QARPGPQsPGsPLEE,PA2_2023
MAPK14,P38A,Q16539,p47phox,653361,P14598,NCF1,S348,451728,PGPQsPGsPLEEERQ,PA2_2023
MAPK14,P38A,Q16539,SRC-3,8202,Q9Y6Q9,NCOA3,S505,454109,SPVAGVHsPMAsSGN,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,SRC-3,8202,Q9Y6Q9,NCOA3,S543,454108,SLLSTLSsPGPKLDN,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,SRC-3,8202,Q9Y6Q9,NCOA3,S860,454106,NRAVsLDsPVsVGss,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,SRC-3,8202,Q9Y6Q9,NCOA3,S867,454107,sPVsVGssPPVKNIS,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,NFAT2,4772,O95644,NFATC1,S172,465577,YRDPsCLsPASSLSS,PA2_2023
MAPK14,P38A,Q16539,NFAT3,4776,Q14934,NFATC4,S168,448859,QGGGAFFsPsPGsSS,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,NFAT3,4776,Q14934,NFATC4,S170,448860,GGAFFsPsPGsSSLS,PA2_2023 and PA1_2016
MAPK14,P38A,Q16539,eNOS,4846,P29474,NOS3,S114,448638,RKLQGRPsPGPPAPE,PA2_2023
MAPK14,P38A,Q16539,eNOS,4846,P29474,NOS3,S600,34729904,MSGPYNSsPRPEQHK,PA2_2023
MAPK14,P38A,Q16539,NOXA1,10811,Q86UR1,NOXA1,S239,12570901,ARsLIMDsPRAGTHQ,PA2_2023
MAPK14,P38A,Q16539,NOXA1,10811,Q86UR1,NOXA1,S282,12570900,VGKQAPLsPGLPAMG,PA2_2023
MAPK14,P38A,Q16539,GR,2908,P04150,NR3C1,S203,447967,DLEFSSGsPGkEtNE,PA2_2023
MAPK14,P38A,Q16539,GR,2908,P04150,NR3C1,S211,447968,PGkEtNEsPWRSDLL,PA2_2023
MAPK14,P38A,Q16539,GR,2908,P04150,NR3C1,S226,451796,IDENCLLsPLAGEDD,PA2_2023
MAPK14,P38A,Q16539,PAK6,56924,Q9NQU5,PAK6,S165,454427,MPWPEPQsPRVLPNG,PA2_2023
MAPK14,P38A,Q16539,PDX1,3651,P52945,PDX1,S61,458401,LGALEQGsPPDIsPY,PA2_2023
MAPK14,P38A,Q16539,PDX1,3651,P52945,PDX1,S66,458402,QGsPPDIsPYEVPPL,PA2_2023
MAPK14,P38A,Q16539,PIP4K2B,8396,P78356,PIP4K2B,S326,470107,SYGtPPDsPGNLLsF,PA2_2023
MAPK14,MK14,Q16539,PA24A,5321,P47712,PLA2G4A,S505,,LNTSYPLsPLSDFAT,PA1_2016
